Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1985","1985","","154.62","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1986","1986","","121.55","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1987","1987","","121.6","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1988","1988","","119.15","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1989","1989","","119.62","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1990","1990","","116.54","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1991","1991","","108.82","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1992","1992","","108.21","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1993","1993","","107.13","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1994","1994","","109.65","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1995","1995","","110.25","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1996","1996","","110.59","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1997","1997","","110.71","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1998","1998","","110.65","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","1999","1999","","110.48","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2000","2000","","110.05","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2001","2001","","109.32","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2002","2002","","108.44","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2003","2003","","107.6","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2004","2004","","106.55","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2005","2005","","105.1","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2006","2006","","110.69","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2007","2007","","95.6","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2008","2008","","99.43","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2009","2009","","99.11","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2010","2010","","99.28","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2011","2011","","99.55","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2012","2012","","100.43","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2013","2013","","100.19","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2014","2014","","100.24","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2015","2015","","100.21","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2016","2016","","99.55","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2017","2017","","99","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1961","1961","","28.26","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1962","1962","","58.71","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1963","1963","","63.75","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1964","1964","","90.02","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1965","1965","","93.84","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1966","1966","","90.43","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1967","1967","","124.21","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1968","1968","","106.81","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1969","1969","","69.21","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1970","1970","","77.52","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1971","1971","","68.07","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1972","1972","","59.57","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1973","1973","","64.28","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1974","1974","","57.79","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1975","1975","","85.31","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1976","1976","","97.08","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1977","1977","","96.81","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1978","1978","","74.25","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1979","1979","","54.64","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1980","1980","","75.55","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1981","1981","","77.08","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1982","1982","","68.77","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1983","1983","","58.76","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1984","1984","","52.86","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1985","1985","","43.5","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1986","1986","","18.56","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1987","1987","","18.26","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1988","1988","","12.55","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1989","1989","","7.34","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1990","1990","","1.36","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1991","1991","","3.77","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1992","1992","","12.74","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1993","1993","","14.16","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1994","1994","","15.24","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1995","1995","","13.85","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1996","1996","","19.39","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1997","1997","","37.4","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1998","1998","","19.39","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1999","1999","","22.83","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2000","2000","","41.56","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2001","2001","","6.96","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2002","2002","","54.21","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2003","2003","","45.56","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2004","2004","","9.9","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2005","2005","","32.32","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2006","2006","","45.72","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2007","2007","","17.7","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2008","2008","","7.69","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2009","2009","","40.26","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2010","2010","","55.41","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2011","2011","","83.12","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2012","2012","","119.14","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2013","2013","","121.91","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2014","2014","","97.27","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2015","2015","","101.36","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2016","2016","","101.37","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2017","2017","","90.86","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1961","1961","","47.07","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1962","1962","","97.56","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1963","1963","","105.51","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1964","1964","","148.24","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1965","1965","","153.67","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1966","1966","","147.29","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1967","1967","","201.14","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1968","1968","","171.94","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1969","1969","","110.73","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1970","1970","","123.17","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1971","1971","","107.01","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1972","1972","","92.28","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1973","1973","","98.05","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1974","1974","","86.82","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1975","1975","","126.21","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1976","1976","","141.49","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1977","1977","","138.96","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1978","1978","","104.94","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1979","1979","","76.15","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1980","1980","","104.09","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1981","1981","","105.15","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1982","1982","","93.09","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1983","1983","","79.05","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1984","1984","","70.74","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1985","1985","","57.96","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1986","1986","","24.66","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1987","1987","","24.26","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1988","1988","","16.75","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1989","1989","","9.84","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1990","1990","","1.82","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1991","1991","","5.02","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1992","1992","","16.85","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1993","1993","","18.63","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1994","1994","","19.97","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1995","1995","","18.05","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1996","1996","","25.08","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1997","1997","","47.92","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1998","1998","","24.59","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","1999","1999","","28.62","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2000","2000","","51.42","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2001","2001","","8.48","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2002","2002","","64.92","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2003","2003","","53.68","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2004","2004","","11.46","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2005","2005","","36.6","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2006","2006","","50.39","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2007","2007","","18.95","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2008","2008","","8.06","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2009","2009","","41.79","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2010","2010","","57.19","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2011","2011","","85.4","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2012","2012","","121.85","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2013","2013","","124.03","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2014","2014","","98.25","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2015","2015","","101.42","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2016","2016","","100.33","E","Estimated value"
"QI","Production Indices","372","Ireland","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2017","2017","","88.87","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1986","1986","","41.67","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1987","1987","","41.67","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1988","1988","","50","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1989","1989","","45.83","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1990","1990","","50","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1991","1991","","70.83","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1992","1992","","62.5","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1993","1993","","66.67","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1994","1994","","66.67","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1995","1995","","45.83","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1996","1996","","75","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1997","1997","","70.83","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1998","1998","","70.83","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","1999","1999","","63.01","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2000","2000","","54.17","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2001","2001","","54.17","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2002","2002","","54.17","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2003","2003","","54.17","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2004","2004","","54.17","E","Estimated value"
"QI","Production Indices","372","Ireland","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2005","2005","","62.5","E","Estimated value"
